0317026,0,1,0,0,0,1
0211102,0,1,0,0,1,1
0215340,0,0,0,0,0,1
0011230,1,1,1,0,0,1
0313314,0,0,1,0,1,0
0256066,1,0,1,0,0,0
0213147,1,1,1,0,0,1
0013119,0,1,1,0,0,1
0251503,0,1,0,0,1,1
0110135,0,1,0,0,0,1
0016229,0,1,0,1,0,0
0216049,1,0,0,1,0,1
0112233,0,1,0,0,1,0
0310776,0,0,0,1,1,0
0212226,0,1,0,0,0,1
0313411,0,1,0,1,0,1
0111098,1,0,1,0,1,1
0311219,1,0,1,0,1,1
0311033,1,0,1,0,0,0
0310130,0,1,0,0,1,1
0212258,0,0,0,1,1,1
0313458,1,0,1,1,1,1
0016213,0,1,2,0,0,1
9931031,1,0,1,1,1,0
0113418,0,1,0,0,1,0
0312522,1,0,1,1,1,0
0113127,1,0,1,0,1,1
0111003,1,0,1,0,1,1
0110801,0,1,0,0,0,1
0013341,1,1,1,0,0,1
0112210,0,0,1,0,0,1
0016302,1,0,1,0,1,0
0215334,0,0,1,0,1,0
0115323,0,0,0,1,0,1
0212246,0,1,0,0,0,1
0113144,1,0,1,0,0,1
0211010,0,0,2,0,1,1
0310026,1,0,1,1,1,1
0116001,0,1,0,0,0,1
0310513,1,0,0,0,1,1
0011605,1,0,0,1,1,0
9716003,1,0,1,0,0,0
0119025,1,0,1,0,0,1
0210122,0,0,2,1,0,1
0116080,1,0,1,0,1,0
0112518,1,0,1,0,0,1
0119046,0,0,1,1,1,1
0016050,0,0,0,0,1,1
0313307,1,0,1,0,1,1
0313108,1,1,3,0,1,1
0016310,0,0,0,1,0,1
0112541,1,0,1,1,0,1
0210023,0,0,0,0,1,0
0210186,0,1,0,0,0,1
0112232,1,1,1,1,1,1
0010525,1,0,1,0,0,0
0110029,1,1,0,1,0,0
0216032,1,0,3,0,1,1
0110002,1,1,0,0,0,1
0110740,1,0,3,1,0,1
0116328,1,1,1,0,0,0
0110712,1,0,3,1,1,1
0210749,1,0,1,0,0,1
0015338,0,1,2,0,0,1
0310532,0,1,0,0,0,1
0213127,1,0,1,0,1,1
0110004,1,0,1,1,1,1
0210840,0,1,0,0,0,1
0111274,1,1,1,1,1,1
0312109,1,0,2,0,0,0
0010009,0,0,0,1,1,1
0011284,1,1,1,0,0,1
0212206,0,1,0,1,1,1
0213358,1,0,1,0,0,1
0313201,1,0,1,0,1,0
0312133,1,0,1,0,0,1
0213328,1,0,1,0,1,0
0313356,0,0,1,1,0,1
0112110,0,0,0,1,0,1
0112226,1,0,1,0,0,1
0110139,1,0,1,1,0,1
0016072,0,0,0,1,0,1
0315303,1,1,0,0,0,1
0211255,1,0,1,0,0,0
0211219,1,0,0,1,0,1
0315418,0,0,0,0,1,1
0213210,0,1,0,0,0,0
0110714,1,1,1,0,0,1
0311084,0,1,2,0,1,1
0010174,0,0,3,1,0,1
0210527,0,0,0,0,0,1
0016055,0,0,1,1,0,1
0013339,0,0,0,1,0,1
0117046,0,1,0,1,0,1
0311248,0,1,0,0,1,1
0211272,1,0,1,1,0,1
0210530,0,0,0,0,0,1
0111056,0,1,0,1,1,1
0111528,1,1,0,0,0,1
0210170,1,1,0,1,1,0
0111522,1,0,0,1,0,1
0216302,1,0,1,0,1,0
0016095,0,0,1,1,1,1
0216244,1,1,1,0,0,0
0016092,1,0,3,1,1,1
0116216,0,1,0,0,0,0
0219011,0,0,0,0,0,1
0315301,0,1,0,0,1,1
0116230,1,1,2,1,0,0
0317041,0,1,3,1,0,1
0315402,0,1,0,0,0,1
0313352,1,0,1,0,0,1
0117005,0,1,0,0,0,1
0315306,1,0,0,0,1,1
0117036,0,0,0,0,0,1
0315354,0,0,1,1,0,0
0216207,1,1,2,0,0,1
0310762,1,1,0,1,1,1
0317064,1,0,0,1,0,1
0311026,1,0,1,0,1,1
0110796,1,0,1,1,0,1
0313118,0,0,0,1,0,1
0211224,1,0,1,1,0,0
0112131,0,0,1,0,0,0
0112202,0,1,0,0,1,1
0011244,1,1,1,0,1,1
0012247,1,1,1,0,0,1
0313453,0,0,0,0,1,0
0313460,0,1,1,1,1,1
0113425,1,1,1,1,0,0
0111002,1,0,1,0,1,1
0211617,1,0,0,0,0,1
0116313,1,0,1,1,0,1
0210124,0,1,0,0,0,1
0312126,0,1,0,1,0,1
0111558,0,1,0,0,0,1
0211518,0,0,3,0,0,1
0210018,0,0,0,0,0,1
0315339,0,0,1,0,0,1
0219016,0,1,0,0,0,0
0113124,1,0,0,0,0,1
0315438,1,1,2,0,1,1
0012554,1,0,3,0,0,1
0111048,1,0,1,0,0,0
0111222,0,0,0,1,0,1
0312238,1,0,1,0,1,1
0016074,1,0,1,1,1,1
0116326,0,0,0,0,1,1
0016234,1,0,3,1,1,1
0212127,1,1,3,1,0,1
0117015,0,1,0,0,0,0
0015430,1,0,1,0,0,1
0211036,1,1,1,1,0,1
0310139,1,1,1,0,1,0
0211249,1,0,1,1,0,0
0219042,0,1,2,0,1,0
0212524,1,0,0,0,1,0
0310001,1,1,0,0,1,0
0310007,0,0,0,0,0,1
0016075,0,1,0,1,1,0
9822040,0,1,0,0,0,1
0252309,0,1,0,0,0,1
0017027,0,1,1,0,0,0
0112524,0,0,1,0,1,1
0310839,0,1,0,0,1,1
9725802,1,0,1,0,1,0
0312544,1,1,1,1,0,1
0213203,1,0,1,0,0,0
0312106,1,1,0,0,1,0
0111545,1,1,1,0,0,1
0117006,1,0,1,0,0,0
0013315,1,1,1,0,1,0
0013321,0,1,3,0,1,0
0313111,0,1,0,1,1,0
0311601,1,0,1,1,0,1
0010779,1,0,0,0,1,1
0316248,1,1,0,1,0,1
0211093,1,0,0,1,0,1
0311261,1,0,1,0,1,0
0212113,0,1,0,1,1,0
0212131,0,1,0,0,0,1
0312524,1,0,1,1,0,0
0113148,0,1,0,0,0,1
0317033,1,0,0,0,1,1
0111201,1,0,0,0,0,1
0219049,0,0,0,0,0,1
0312101,1,1,2,0,0,0
0111203,0,1,0,1,0,1
0312108,1,1,1,0,0,1
0213431,0,0,0,0,0,1
0312018,1,1,0,0,1,1
0212126,0,0,0,0,0,0
0210738,1,0,1,0,0,1
0012232,0,1,1,0,0,1
0117019,1,0,1,0,1,1
0210031,1,0,0,1,0,1
0311063,0,1,0,0,0,1
0112540,0,1,0,1,0,0
0111268,1,1,1,0,0,1
0216222,1,0,3,0,0,0
0216228,1,0,1,0,0,1
0017036,1,0,0,1,1,0
0216004,0,1,0,1,1,1
0212519,0,1,0,0,0,1
0216059,1,0,1,1,0,1
0212517,1,0,1,1,0,1
0216243,1,0,1,0,1,1
0316213,1,0,1,0,0,1
0216065,1,0,3,1,1,0
0216027,0,0,0,1,0,1
0213322,0,1,0,1,1,1
0216308,1,0,1,0,0,1
0211012,0,0,0,1,0,1
0110007,0,1,0,0,0,1
0016313,0,0,1,0,0,1
0312215,1,0,1,1,0,1
0212219,0,0,0,0,0,1
0357020,0,1,0,0,0,1
0310788,0,1,1,1,1,0
0119045,0,1,0,1,0,1
0317059,1,0,0,0,0,1
0016220,0,0,0,1,0,1
0312032,1,1,1,0,0,0
0211281,1,0,1,0,1,0
0012202,1,0,1,0,0,0
0211226,1,1,1,1,1,0
0210730,1,0,1,0,0,0
0212550,0,1,0,0,0,1
0115339,1,0,1,1,1,0
0211246,1,0,1,0,0,1
0211053,1,0,1,1,0,1
0313221,1,0,1,0,0,1
0216002,1,0,1,0,1,1
0311054,0,0,2,0,1,0
0117044,0,1,0,0,0,1
0315308,0,0,0,1,1,0
0016039,1,1,1,0,0,1
0012009,1,0,0,1,1,0
0019006,0,1,1,0,0,1
0315336,0,0,0,0,0,1
0116058,0,1,0,0,0,0
0310833,1,0,2,1,1,1
0311088,1,0,1,0,0,1
0356632,1,1,1,1,1,1
0111208,1,0,1,0,0,1
0011281,1,0,1,0,1,0
0316035,1,0,0,0,0,1
0310712,1,0,2,1,0,1
0316316,1,0,1,1,0,0
0010831,0,1,0,1,0,1
0111231,1,0,1,0,0,1
0110136,0,0,1,0,0,0
0016316,0,0,0,1,1,0
0211057,1,1,0,1,0,0
0011530,1,1,0,1,0,1
0113222,0,1,1,1,1,0
0116217,1,0,1,0,0,0
0016240,0,0,1,1,0,0
9916025,0,1,0,0,0,1
0010729,1,0,1,0,0,1
0016067,1,0,1,1,0,0
0110531,0,1,1,0,1,1
0013356,0,1,0,0,1,0
0013340,1,0,1,0,1,0
0116242,0,0,0,1,1,0
0016037,1,1,0,0,1,1
0016201,1,1,1,0,0,0
0013423,1,0,1,0,1,1
0116050,0,0,0,0,1,1
0016214,0,1,0,1,0,1
0016077,1,0,1,1,1,0
0110119,1,0,0,0,0,0
0210027,1,0,1,0,0,1
0112008,1,0,0,1,0,0
0116057,0,1,0,0,0,1
0116233,1,0,1,1,1,0
0116081,1,1,0,1,0,1
0110121,1,0,0,0,0,1
0016086,1,0,3,1,1,0
0111518,1,0,0,0,0,0
0356723,0,1,3,0,1,1
0119007,0,1,0,0,1,1
0115312,1,0,0,0,0,1
0116035,0,0,3,1,1,0
0110011,0,1,0,0,1,1
0113225,1,1,1,0,0,1
0013232,0,1,1,1,1,1
0119041,0,1,0,0,0,1
0116203,1,1,1,0,1,0
0015348,0,1,0,0,0,1
0016028,0,0,0,0,1,1
0010163,0,1,1,0,0,0
0012231,0,0,0,0,0,1
0316073,1,0,1,1,0,1
0110108,0,1,0,0,0,1
0010706,1,1,0,0,0,1
0217041,1,1,0,0,0,1
0010801,1,0,1,1,0,1
0011104,1,0,1,1,1,0
0217051,0,1,3,0,0,1
0110893,1,1,1,0,1,0
0016203,1,1,1,1,1,1
0117022,0,0,0,0,0,1
0117016,1,1,1,0,0,1
0211022,1,0,1,0,0,0
0013323,1,0,1,1,1,1
0210848,1,1,0,1,0,1
0013411,0,1,0,0,0,1
0311038,1,0,1,0,1,0
0113251,0,1,1,1,1,0
0113142,1,0,1,1,0,1
0112224,0,0,0,0,1,1
0110832,1,0,3,0,0,1
0012541,1,1,1,1,0,1
0010725,0,0,0,0,1,0
0010531,1,1,0,1,0,0
0210146,1,1,3,0,0,1
0212225,0,0,0,0,1,0
0210517,1,1,1,0,1,1
0110539,0,0,0,0,0,1
0210127,0,0,0,0,0,1
0111041,0,0,1,1,0,1
0212118,1,1,1,0,0,1
0010798,1,1,1,1,1,1
0211280,1,0,1,0,0,1
0210117,1,0,1,1,0,1
0210155,1,1,0,0,0,1
0112204,0,1,0,0,0,1
0016059,0,0,0,0,0,1
0210128,1,0,3,0,0,0
0115430,1,0,1,1,1,0
0017004,1,1,1,0,0,1
0016082,0,0,1,1,1,0
0010144,0,1,0,1,1,1
0012227,0,0,0,1,1,1
0210537,1,0,1,1,0,1
0113413,1,0,1,0,0,0
0212520,0,1,0,0,1,0
0016210,0,1,0,0,0,1
0380701,0,0,0,0,0,1
0213205,1,0,1,1,1,0
0015404,0,0,0,0,0,1
0112551,0,0,1,0,0,0
0310728,0,0,0,0,0,0
0115321,1,1,1,1,1,0
0113140,1,1,1,0,1,1
0211007,1,1,0,0,0,1
0112511,0,1,1,0,0,1
0112128,0,1,1,0,0,1
0016081,0,0,0,0,0,1
0110517,1,0,0,0,0,1
0110732,1,0,1,0,0,1
0319017,1,0,0,0,0,1
9517097,0,1,0,0,0,1
0012111,1,1,1,1,0,0
0317043,1,0,1,1,1,0
0212001,1,1,0,0,0,1
0312246,1,1,1,1,0,1
0113427,0,1,0,1,1,1
0116010,0,1,3,1,0,1
0019030,0,1,0,0,1,1
0310010,0,1,0,1,0,1
0011290,0,1,0,1,1,1
0110111,1,1,1,0,0,1
0216242,0,0,0,0,1,1
0010192,1,0,1,1,0,1
0313301,0,1,2,0,1,1
0252228,0,1,0,0,0,1
0116031,0,1,0,0,0,1
0215422,1,0,3,1,0,1
0316311,1,1,2,1,0,1
0313472,1,1,0,0,0,1
0250228,0,1,0,0,1,1
0315313,1,0,1,0,1,1
0116245,1,0,3,0,0,0
0210869,1,0,2,1,0,1
0011294,1,0,2,0,0,1
0316029,1,0,1,0,0,1
0356615,1,0,1,1,0,0
0116236,0,0,3,0,0,0
0310712,1,0,1,1,1,0
0316001,1,1,1,1,1,0
0356098,0,0,0,1,1,0
0016048,1,1,1,0,1,1
0110815,0,0,0,1,0,1
0219043,0,1,0,0,1,1
0313202,0,0,0,0,1,0
0111269,0,0,0,1,0,1
0215306,0,0,0,0,0,1
0116048,0,1,0,0,0,1
0116071,1,0,1,0,0,0
0116320,1,0,2,0,1,0
0216100,1,0,1,0,0,1
0110770,0,0,0,0,0,1
0216309,0,1,0,1,0,1
0116045,0,1,0,0,0,1
0316044,1,0,1,1,0,0
0216321,1,0,2,1,0,0
0011012,1,0,3,0,1,1
0116052,0,0,0,0,1,1
0216056,0,0,0,0,1,0
0312512,0,0,0,0,0,1
0313355,1,0,0,1,0,1
0010750,1,1,1,1,0,1
0216079,1,1,1,0,0,1
0116211,0,0,1,0,0,0
0211284,0,1,0,0,1,0
0210132,0,0,2,1,1,1
0310840,1,1,1,1,1,1
0316340,0,1,2,1,0,1
0210108,1,1,1,0,0,1
0016018,0,0,0,0,1,0
0211030,0,1,3,1,1,1
0316336,0,0,0,1,0,1
0315404,0,1,0,0,1,1
0315418,0,1,3,0,1,0
0316212,1,1,1,0,0,1
0213139,0,0,0,0,0,0
9313086,0,1,0,0,0,1
0312124,1,0,1,1,0,0
0316091,0,1,0,0,0,1
0213223,0,0,0,1,0,1
0016002,1,0,2,1,0,0
0213247,1,0,2,0,1,1
0316337,0,0,0,0,0,1
0011609,1,1,1,1,1,0
0212254,0,1,0,0,0,1
0316331,1,0,1,0,1,1
0316330,1,1,0,0,0,1
0311529,0,1,1,1,0,1
0310727,0,1,0,0,1,1
0316215,1,0,3,1,0,1
0319006,0,1,0,0,1,0
0116005,1,1,0,0,1,1
0111284,1,1,2,0,1,0
0113106,0,1,3,1,0,1
0011201,1,1,0,0,0,1
0211055,1,1,1,1,0,0
0315435,1,0,1,0,0,0
0111052,1,0,1,0,1,1
0313350,1,1,2,0,0,0
0113249,1,0,1,0,0,0
0011534,0,0,1,0,0,0
0112219,1,0,3,0,0,1
0016058,0,0,0,0,0,1
0210898,0,1,0,0,0,0
0312007,0,0,0,1,0,1
0012112,0,1,0,0,1,0
0112107,0,0,0,0,1,0
0310794,1,0,2,0,0,0
0211603,1,1,0,0,0,1
0312202,0,1,0,0,1,1
0116044,1,0,1,0,1,1
0110715,0,1,0,1,0,1
0219035,1,1,2,1,1,0
0310844,0,0,0,0,0,1
0360281,0,1,0,1,1,1
9923179,1,0,0,1,0,1
9817055,0,0,0,0,0,1
0260063,1,1,3,1,0,1
0317013,1,1,0,1,0,1
0311257,1,1,1,0,0,0
0316072,1,1,1,1,1,0
0311528,1,0,1,0,0,1
0211075,1,1,1,1,1,0
0216321,0,1,3,1,0,1
0216203,0,1,0,0,0,1
0316081,0,1,0,0,1,0
